Company,Type_Name,Operating_System,Weight,Memory_Size_GB,Memory_Type,CPU_Name,GPU_Brand,is_Touchscreen,has_IPS,Screen_Types,PPI
HP,Notebook,Windows,2.1,128,SSD,Intel Core i3,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.87,500,HDD,Intel Core i5,Intel,0,0,Full HD,157.35
Lenovo,Notebook,No OS,2.15,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,1.86,500,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.99,512,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.2,128,SSD,Intel Core i3,Intel,0,0,Full HD,141.21
Dell,Notebook,Windows,1.9,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,Gaming,Windows,4.42,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
HP,Notebook,Windows,2.65,1000,HDD,Intel Core i3,Intel,0,0,Other,106.11
HP,Notebook,Windows,2.63,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Asus,Notebook,Linux,2.0,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Mediacom,Notebook,Windows,1.35,32,Flash Storage,Other Intel Processor,Intel,0,1,Full HD,165.63
Lenovo,Notebook,Windows,2.8,1128,Hybrid,Intel Core i7,Nvidia,0,0,Other,106.11
HP,Notebook,Windows,1.91,128,SSD,AMD Processor,AMD,0,1,Full HD,141.21
Dell,Notebook,Windows,2.18,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
Acer,2 in 1 Convertible,Windows,1.25,32,Flash Storage,Other Intel Processor,Intel,1,1,Full HD,189.91
Lenovo,Notebook,Windows,2.05,128,SSD,Intel Core i3,Intel,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.16,512,SSD,Other Intel Processor,Intel,1,1,Quad HD,276.05
Lenovo,Notebook,Windows,3.4,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Asus,Notebook,Windows,2.5,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.21,128,SSD,Intel Core i5,Intel,1,1,4K Ultra HD,331.26
Dell,Notebook,Windows,1.93,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Fujitsu,Notebook,Windows,2.2,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.02,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
HP,Workstation,Windows,3.14,500,HDD,Intel Core i5,Nvidia,0,0,Other,106.11
HP,Notebook,Windows,1.94,2000,HDD,Other Intel Processor,Intel,0,0,Other,111.94
HP,Notebook,Windows,1.95,256,SSD,AMD Processor,AMD,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.3,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.05,500,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Mediacom,Notebook,Windows,1.4,32,SSD,Other Intel Processor,Intel,0,0,Full HD,157.35
Toshiba,Ultrabook,Windows,1.24,512,SSD,Intel Core i7,Intel,1,0,Full HD,157.35
Lenovo,Gaming,Windows,4.6,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
MSI,Gaming,Windows,4.14,1512,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Notebook,Linux,2.2,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
Mediacom,Notebook,Windows,1.45,32,SSD,Other Intel Processor,Intel,0,1,Full HD,157.35
Dell,Notebook,Windows,1.9,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.49,128,SSD,Intel Core i3,Intel,0,0,Full HD,165.63
Dell,Notebook,Windows,1.93,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Netbook,Chrome OS,1.26,16,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
MSI,Gaming,Windows,4.5,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Gaming,Windows,3.78,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,Ultrabook,Windows,1.4,256,SSD,Intel Core i7,Intel,0,1,Full HD,157.35
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i7,Intel,1,0,Other,100.45
Asus,Gaming,Windows,2.73,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,127.34
Asus,2 in 1 Convertible,Windows,2.2,1000,HDD,Intel Core i5,Intel,1,0,Other,100.45
Lenovo,Notebook,Windows,2.2,512,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.39,128,SSD,Other Intel Processor,Intel,1,0,Other,135.09
Samsung,Notebook,Windows,2.5,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,No OS,2.8,500,HDD,Intel Core i3,Intel,0,0,Full HD,127.34
Lenovo,Notebook,Windows,2.29,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.37,512,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Lenovo,Notebook,Windows,1.7,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,2 in 1 Convertible,Windows,1.34,256,SSD,Intel Core i5,Intel,1,0,Full HD,176.23
Dell,Workstation,Windows,2.06,256,SSD,Intel Core i7,Nvidia,1,0,Full HD,141.21
HP,Notebook,Windows,1.84,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,2.1,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Acer,Notebook,Windows,1.6,32,Flash Storage,Other Intel Processor,Intel,0,0,Full HD,157.35
MSI,Gaming,Windows,4.14,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Notebook,Linux,2.18,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
MSI,Gaming,Windows,1.8,2256,Hybrid,Intel Core i7,Nvidia,0,0,4K Ultra HD,282.42
Toshiba,Notebook,Windows,2.2,256,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.4,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,2.0,256,SSD,Intel Core i7,Intel,1,1,Full HD,141.21
Acer,Notebook,Windows,1.6,128,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Lenovo,Notebook,Windows,2.5,1000,SSD,Other Intel Processor,Nvidia,0,1,4K Ultra HD,282.42
Dell,Gaming,Windows,2.59,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Linux,2.18,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Dell,Notebook,Linux,2.25,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Dell,Notebook,Linux,1.93,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Asus,Gaming,Windows,3.0,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Notebook,Linux,2.18,128,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.84,512,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
MSI,Gaming,Windows,2.94,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Acer,2 in 1 Convertible,Chrome OS,1.25,32,Flash Storage,Other Intel Processor,Intel,1,1,Other,135.09
HP,Notebook,Windows,2.31,256,SSD,Intel Core i5,Intel,0,0,Other,111.94
Lenovo,Notebook,Windows,1.65,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Dell,Notebook,Windows,2.2,1000,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Fujitsu,Notebook,Windows,2.2,256,SSD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.88,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Mediacom,Notebook,Windows,1.4,32,Flash Storage,Other Intel Processor,Intel,0,0,Full HD,157.35
Lenovo,Notebook,No OS,2.2,128,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Asus,2 in 1 Convertible,Windows,1.5,1000,HDD,Intel Core i5,Intel,1,0,Full HD,165.63
Dell,Notebook,Windows,2.0,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Ultrabook,Windows,1.1,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Dell,Gaming,Windows,2.62,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.8,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i3,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,2.0,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Notebook,Windows,1.99,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.23,256,SSD,Intel Core i5,Intel,1,0,Quad HD,276.05
Lenovo,Notebook,Windows,1.42,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Lenovo,2 in 1 Convertible,Windows,1.37,256,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Dell,Notebook,Windows,2.06,1000,SSD,Intel Core i7,Nvidia,1,0,4K Ultra HD,282.42
Lenovo,Gaming,Windows,2.5,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,2.6,1000,HDD,AMD Processor,AMD,0,0,Other,107.99
Lenovo,Ultrabook,Windows,1.14,512,SSD,Intel Core i7,Intel,0,1,Full HD,157.35
Asus,Gaming,No OS,2.5,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Acer,Notebook,Windows,2.4,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,1.43,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Acer,Ultrabook,Windows,1.8,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Razer,Gaming,Windows,1.95,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,157.35
Toshiba,Notebook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Lenovo,Ultrabook,Windows,1.36,256,SSD,Intel Core i7,Intel,0,1,Full HD,176.23
Asus,Gaming,Windows,3.8,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Acer,Gaming,Linux,2.4,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
MSI,Gaming,Windows,2.2,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,No OS,1.86,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Toshiba,Notebook,Windows,2.0,500,HDD,Intel Core i5,Intel,0,1,Full HD,141.21
Dell,Notebook,Windows,2.2,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
Dell,Notebook,Windows,2.2,2256,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
Lenovo,Gaming,Windows,3.31,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Gaming,Windows,4.42,1512,Hybrid,Intel Core i7,Nvidia,0,1,4K Ultra HD,254.67
Dell,Notebook,Windows,1.56,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.2,500,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,2.04,1000,HDD,Intel Core i3,AMD,0,0,Other,141.21
MSI,Gaming,Windows,2.7,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Toshiba,Notebook,Windows,2.1,128,SSD,Intel Core i3,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.06,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,2.1,1000,HDD,Intel Core i7,AMD,0,0,Full HD,141.21
Toshiba,Notebook,Windows,2.0,256,SSD,Intel Core i5,Intel,0,1,Full HD,141.21
Acer,Notebook,Linux,2.1,128,SSD,Intel Core i3,Intel,0,0,Other,100.45
Microsoft,Ultrabook,Windows,1.252,256,SSD,Intel Core i7,Intel,1,0,Other,200.84
Lenovo,Notebook,Windows,1.9,1128,Hybrid,Intel Core i5,AMD,0,0,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.3,256,SSD,Intel Core i5,Intel,1,1,Full HD,165.63
Lenovo,Notebook,Windows,2.2,128,SSD,AMD Processor,AMD,0,0,Other,100.45
HP,2 in 1 Convertible,Windows,1.63,128,SSD,Intel Core i3,Nvidia,1,1,Full HD,157.35
MSI,Gaming,Windows,2.4,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Ultrabook,Windows,1.1,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,2 in 1 Convertible,Chrome OS,1.4,64,Flash Storage,Other Intel Processor,Intel,1,0,Other,135.09
LG,Ultrabook,Windows,1.09,512,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
Acer,Gaming,Windows,2.5,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
MSI,Gaming,Windows,2.2,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,1.86,128,SSD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Gaming,Windows,3.21,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.5,256,SSD,Intel Core i3,AMD,0,1,Full HD,127.34
Lenovo,2 in 1 Convertible,Windows,1.19,512,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Dell,Gaming,Windows,3.49,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,1.86,500,HDD,Intel Core i5,AMD,0,0,Other,100.45
Dell,Notebook,Windows,2.2,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
HP,Notebook,Windows,2.65,2000,HDD,AMD Processor,AMD,0,1,Full HD,127.34
Lenovo,Notebook,Windows,2.1,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Acer,Notebook,Chrome OS,1.45,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Lenovo,Notebook,Windows,1.7,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Workstation,Windows,3.14,500,HDD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,2 in 1 Convertible,Windows,1.42,256,SSD,Intel Core i7,Intel,1,0,Other,209.8
Toshiba,Notebook,Windows,1.5,256,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
Acer,Netbook,Windows,1.4,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Lenovo,2 in 1 Convertible,Windows,1.38,512,SSD,Intel Core i7,Intel,1,0,Full HD,157.35
Asus,2 in 1 Convertible,Chrome OS,1.2,64,Flash Storage,Other Intel Processor,Intel,1,0,Full HD,176.23
Toshiba,Ultrabook,Windows,1.36,512,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
HP,Notebook,Windows,2.1,500,HDD,Intel Core i7,AMD,0,1,Full HD,141.21
Dell,Gaming,Windows,2.56,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.2,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.2,1000,HDD,AMD Processor,AMD,0,0,Other,100.45
Lenovo,Notebook,Windows,2.1,2000,Hybrid,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,No OS,1.9,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.18,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Acer,2 in 1 Convertible,Windows,1.6,256,SSD,Intel Core i5,Intel,1,1,Full HD,165.63
Lenovo,Workstation,Windows,2.18,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.8,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
HP,Notebook,Windows,2.71,2000,HDD,AMD Processor,AMD,0,1,Full HD,127.34
Lenovo,Gaming,Windows,2.5,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Linux,1.64,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,157.35
Dell,Notebook,Linux,1.98,1000,HDD,Intel Core i5,Intel,0,0,Full HD,141.21
Asus,Notebook,Windows,1.5,32,Flash Storage,Other Intel Processor,Intel,0,0,Full HD,157.35
Dell,Notebook,Windows,1.93,512,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.87,256,SSD,Intel Core i5,Nvidia,0,1,Full HD,157.35
Dell,Notebook,Windows,1.9,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.19,500,HDD,AMD Processor,AMD,0,0,Other,100.45
Mediacom,Notebook,Windows,1.4,32,HDD,Other Intel Processor,Intel,0,1,Full HD,161.73
HP,Notebook,Windows,2.63,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Ultrabook,Windows,1.17,512,SSD,Intel Core i7,Intel,0,1,Quad HD,209.8
HP,2 in 1 Convertible,Windows,1.58,256,SSD,Intel Core i5,Intel,1,1,Other,117.83
Lenovo,Ultrabook,Windows,1.32,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,Gaming,Windows,4.36,2000,Hybrid,Intel Core i7,Nvidia,0,0,4K Ultra HD,254.67
MSI,Gaming,Windows,2.7,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Notebook,No OS,1.9,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.2,1128,Hybrid,Intel Core i5,AMD,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.71,1000,HDD,Intel Core i3,Intel,1,0,Full HD,165.63
Dell,Notebook,Linux,2.32,1000,HDD,Intel Core i5,AMD,0,0,Other,100.45
HP,Notebook,Windows,2.1,1000,HDD,AMD Processor,AMD,0,0,Full HD,141.21
Acer,Gaming,Windows,4.2,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Notebook,Windows,2.25,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,2.1,1128,Hybrid,AMD Processor,AMD,0,0,Full HD,141.21
Acer,Notebook,Windows,2.4,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,1.44,256,SSD,Intel Core i5,Intel,0,1,Full HD,165.63
Lenovo,Notebook,Windows,1.85,1000,HDD,Intel Core i7,Intel,0,0,Full HD,141.21
HP,Workstation,Windows,2.6,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.55,1000,HDD,Intel Core i5,Intel,1,0,Full HD,165.63
MSI,Gaming,Windows,1.8,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Acer,Notebook,Windows,2.4,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.0,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.0,256,SSD,Intel Core i3,Intel,0,0,Other,100.45
Toshiba,Notebook,Windows,1.25,256,SSD,Intel Core i5,Intel,1,1,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,1.7,256,SSD,Intel Core i5,Intel,1,0,Full HD,157.35
Lenovo,Workstation,Windows,2.5,1000,SSD,Intel Core i7,Nvidia,0,1,4K Ultra HD,282.42
Acer,Notebook,Chrome OS,1.68,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Samsung,Ultrabook,Windows,0.81,256,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
HP,Notebook,Windows,1.86,256,SSD,Intel Core i3,Intel,0,0,Full HD,141.21
Dell,Notebook,Windows,1.6,256,SSD,Intel Core i5,Intel,0,0,Other,111.94
HP,Workstation,Windows,3.0,256,SSD,Other Intel Processor,Nvidia,0,1,Full HD,127.34
Lenovo,Netbook,Windows,1.4,128,SSD,Other Intel Processor,Intel,1,0,Other,135.09
HP,Notebook,Windows,1.84,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Asus,Notebook,No OS,2.45,1000,HDD,Intel Core i5,Nvidia,0,0,Other,100.45
Lenovo,Ultrabook,Windows,1.7,180,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Asus,Notebook,Windows,2.37,256,SSD,Intel Core i7,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.3,256,SSD,Intel Core i5,Intel,1,1,Quad HD,276.05
HP,Notebook,Windows,2.2,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
HP,Workstation,Windows,2.59,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Gaming,Windows,4.42,1256,Hybrid,Intel Core i7,Nvidia,0,1,4K Ultra HD,282.42
Acer,Notebook,Windows,2.1,256,SSD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Gaming,Windows,2.5,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Ultrabook,Windows,1.18,256,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
Google,Ultrabook,Chrome OS,1.1,256,SSD,Intel Core i5,Intel,1,0,Other,234.51
Asus,Ultrabook,Windows,1.2,256,SSD,Intel Core i5,Intel,0,1,Quad HD,276.05
Dell,Notebook,Windows,1.65,500,HDD,Intel Core i3,Intel,0,0,Other,117.83
Acer,Notebook,Windows,1.6,128,SSD,Intel Core i5,Intel,0,0,Other,117.83
Asus,Notebook,Windows,2.8,1000,HDD,Other Intel Processor,Nvidia,0,0,Other,90.58
Dell,Gaming,Windows,2.72,1128,Hybrid,Intel Core i7,Nvidia,1,1,4K Ultra HD,282.42
Samsung,Ultrabook,Windows,1.31,256,SSD,Intel Core i7,Intel,1,0,Full HD,165.63
Acer,Notebook,Linux,2.1,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.3,256,SSD,Intel Core i7,AMD,0,0,Full HD,141.21
Samsung,2 in 1 Convertible,Windows,1.71,256,SSD,Intel Core i7,AMD,1,0,Full HD,146.86
Toshiba,Notebook,Windows,1.75,128,SSD,Intel Core i5,Intel,0,1,Other,111.94
Dell,Gaming,Windows,2.62,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i5,Intel,0,0,Other,125.37
Asus,2 in 1 Convertible,Windows,2.3,2000,HDD,Intel Core i7,Nvidia,1,0,Full HD,141.21
Lenovo,Notebook,Windows,2.5,512,SSD,Intel Core i7,Nvidia,0,0,4K Ultra HD,282.42
Acer,Notebook,Windows,1.8,128,SSD,Intel Core i3,Intel,0,1,Full HD,157.35
Razer,Gaming,Windows,1.95,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,157.35
Asus,Notebook,Windows,2.0,128,SSD,Other Intel Processor,Intel,0,0,Other,141.21
Dell,Gaming,Windows,4.42,2000,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Asus,Gaming,Windows,4.3,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Toshiba,Ultrabook,Windows,1.47,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,157.35
Lenovo,Notebook,No OS,2.2,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Ultrabook,Windows,1.7,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
MSI,Gaming,Windows,1.6,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,157.35
MSI,Gaming,Windows,2.2,1128,Hybrid,Intel Core i5,Nvidia,0,0,Full HD,141.21
Lenovo,Gaming,Windows,2.4,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Acer,Gaming,Windows,4.2,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Gaming,Windows,2.62,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Asus,Gaming,Windows,2.24,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Vero,Notebook,Windows,1.22,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,157.35
Lenovo,2 in 1 Convertible,Windows,1.37,512,SSD,Intel Core i7,Intel,1,1,Full HD,165.63
Lenovo,2 in 1 Convertible,Windows,2.08,256,SSD,Intel Core i5,AMD,1,0,Full HD,141.21
Apple,Ultrabook,Mac OS,0.92,512,Flash Storage,Other Intel Processor,Intel,0,1,Retina,226.42
Lenovo,2 in 1 Convertible,Windows,1.42,256,SSD,Intel Core i5,Intel,1,1,Other,209.8
Asus,Notebook,Windows,1.63,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
Dell,Notebook,Windows,1.95,128,SSD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.38,256,SSD,Intel Core i7,Intel,1,1,Full HD,158.48
Dell,Notebook,Windows,2.0,256,SSD,Intel Core i3,AMD,0,0,Full HD,141.21
HP,Workstation,Windows,3.14,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,2.37,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.29,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Dell,Notebook,Windows,2.06,256,SSD,Intel Core i5,Nvidia,1,0,4K Ultra HD,282.42
Dell,Netbook,Windows,1.63,128,SSD,Other Intel Processor,Intel,0,0,Other,135.09
HP,Netbook,Windows,1.26,256,SSD,Intel Core i5,Intel,0,0,Other,125.37
Toshiba,Notebook,Windows,2.1,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
HP,Notebook,Windows,2.04,2000,HDD,AMD Processor,AMD,0,0,Other,100.45
Dell,Gaming,Windows,2.62,512,SSD,Intel Core i7,Nvidia,0,0,4K Ultra HD,282.42
Lenovo,Notebook,Windows,2.4,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
HP,Gaming,Windows,3.74,1000,HDD,Intel Core i7,AMD,0,1,Full HD,127.34
MSI,Gaming,Windows,2.9,1512,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Samsung,Ultrabook,Windows,0.81,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
Dell,Notebook,Windows,1.98,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.18,256,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
Lenovo,Ultrabook,Windows,1.32,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Razer,Ultrabook,Windows,1.29,512,SSD,Intel Core i7,Intel,1,1,4K Ultra HD,352.47
HP,Netbook,Chrome OS,1.23,16,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Dell,Gaming,Windows,4.36,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
