Company,Type_Name,Operating_System,Weight,Memory_Size_GB,Memory_Type,CPU_Name,GPU_Brand,is_Touchscreen,has_IPS,Screen_Types,PPI
Dell,Notebook,Windows,2.36,1000,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
MSI,Gaming,Windows,2.6,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Notebook,Windows,1.96,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Gaming,Windows,4.3,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Ultrabook,Windows,1.5,500,HDD,Intel Core i3,Intel,0,0,Other,125.37
Dell,Ultrabook,Windows,1.5,128,SSD,Intel Core i3,Intel,0,0,Other,125.37
Acer,Notebook,Chrome OS,2.2,16,SSD,Other Intel Processor,Intel,0,0,Other,100.45
HP,Workstation,Windows,3.0,1000,HDD,Intel Core i7,AMD,0,1,Full HD,127.34
Lenovo,Gaming,Windows,2.4,512,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.5,256,SSD,Intel Core i5,Intel,0,0,Other,125.37
MSI,Gaming,Windows,2.9,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,2 in 1 Convertible,Windows,2.1,256,SSD,Intel Core i5,Intel,1,1,Full HD,141.21
HP,Notebook,Windows,2.1,1000,HDD,AMD Processor,AMD,0,0,Full HD,141.21
Asus,Gaming,Windows,2.59,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,1.16,256,SSD,Other Intel Processor,Intel,1,0,Quad HD,276.05
Dell,Notebook,Windows,2.24,500,HDD,Intel Core i5,AMD,0,0,Other,100.45
Lenovo,Notebook,Windows,2.1,128,SSD,Intel Core i3,Intel,0,0,Other,100.45
HP,Ultrabook,Windows,1.16,512,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Lenovo,2 in 1 Convertible,Android,0.69,64,Flash Storage,Other Intel Processor,Intel,1,1,Other,224.17
Dell,Ultrabook,Windows,1.23,256,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Lenovo,Gaming,Windows,4.6,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Razer,Ultrabook,Windows,1.25,256,SSD,Intel Core i7,Intel,1,0,4K Ultra HD,352.47
Toshiba,Ultrabook,Windows,1.05,512,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Asus,Gaming,Windows,3.52,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Vero,Notebook,Windows,1.35,32,Flash Storage,Other Intel Processor,Intel,0,0,Full HD,165.63
HP,Notebook,Windows,1.16,256,SSD,Intel Core i5,Intel,0,0,Full HD,165.63
HP,Notebook,Windows,1.43,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Dell,Notebook,Linux,2.09,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Asus,Notebook,Windows,2.0,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.8,256,SSD,Intel Core i7,Intel,1,1,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,0.69,64,Flash Storage,Other Intel Processor,Intel,1,1,Other,224.17
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i5,Intel,0,0,Other,125.37
Lenovo,Gaming,No OS,2.4,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,141.21
HP,Gaming,Windows,3.35,1128,Hybrid,Intel Core i5,Nvidia,0,1,Full HD,127.34
HP,Notebook,Windows,2.04,2000,HDD,Intel Core i7,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.8,512,SSD,Intel Core i7,Nvidia,1,1,Full HD,157.35
Asus,Notebook,Windows,1.5,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
HP,Ultrabook,Windows,1.84,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
Acer,Notebook,Windows,2.23,1000,HDD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,2.5,1000,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
HP,Workstation,Windows,3.0,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Notebook,Windows,2.5,1000,HDD,Intel Core i5,AMD,0,0,Other,100.45
MSI,Gaming,Windows,3.78,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
HP,Ultrabook,Windows,1.88,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,2.8,512,SSD,Intel Core i7,Intel,1,1,Other,209.8
MSI,Gaming,Windows,2.4,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,2 in 1 Convertible,Windows,1.48,256,SSD,Intel Core i5,Intel,1,0,Full HD,165.63
HP,Workstation,Windows,2.59,256,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,2 in 1 Convertible,Windows,1.48,256,SSD,Intel Core i7,Intel,1,0,Other,220.84
HP,Workstation,Windows,2.0,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.26,256,SSD,Intel Core i7,Intel,0,0,Full HD,176.23
Dell,Notebook,Windows,2.18,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,1.88,256,SSD,Intel Core i5,Intel,0,0,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.27,256,SSD,Intel Core i7,Intel,1,1,Other,209.8
Lenovo,Notebook,No OS,1.9,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.86,500,HDD,AMD Processor,AMD,0,0,Other,100.45
Lenovo,Notebook,No OS,2.32,1000,HDD,Intel Core i5,AMD,0,0,Full HD,141.21
Dell,Gaming,Windows,2.62,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.04,256,SSD,Intel Core i5,Nvidia,1,1,4K Ultra HD,282.42
HP,Notebook,Windows,1.91,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
MSI,Gaming,Windows,2.7,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Lenovo,Ultrabook,Windows,1.4,512,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.5,1000,Hybrid,Intel Core i5,AMD,0,0,Full HD,141.21
HP,2 in 1 Convertible,Windows,1.48,512,SSD,Intel Core i7,Intel,1,0,Other,220.84
Lenovo,Ultrabook,Windows,1.7,256,SSD,Intel Core i7,Intel,0,0,Full HD,157.35
MSI,Gaming,Windows,1.7,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,157.35
HP,Gaming,Windows,2.62,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
HP,Notebook,No OS,2.1,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Dell,Gaming,Windows,2.62,1128,Hybrid,Intel Core i7,Nvidia,0,0,4K Ultra HD,282.42
Lenovo,Notebook,Windows,1.95,256,SSD,Intel Core i5,Intel,0,1,Full HD,141.21
Lenovo,Notebook,Windows,2.2,1000,HDD,Intel Core i3,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,1.44,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
MSI,Gaming,Windows,2.2,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,1.96,256,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
HP,Notebook,Windows,2.1,512,SSD,Intel Core i7,Intel,0,0,Full HD,141.21
Asus,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,No OS,2.1,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Notebook,No OS,2.2,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Asus,Notebook,Windows,2.0,256,SSD,Intel Core i3,Intel,0,0,Full HD,157.35
Lenovo,Notebook,Windows,2.32,1000,Hybrid,Intel Core i7,Intel,0,0,Full HD,141.21
Lenovo,Gaming,Windows,3.31,512,SSD,Intel Core i7,Nvidia,0,1,Full HD,141.21
MSI,Gaming,Windows,1.91,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.07,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.36,256,SSD,Intel Core i5,Intel,1,1,Other,209.8
Lenovo,Ultrabook,Windows,1.54,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Linux,1.98,256,SSD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Acer,Notebook,Windows,2.1,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,Notebook,Windows,2.18,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
Asus,Gaming,Windows,2.591,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,2 in 1 Convertible,Windows,2.09,512,SSD,Intel Core i7,Intel,1,0,Full HD,141.21
Acer,Notebook,Windows,2.23,256,SSD,Intel Core i5,Nvidia,0,0,Full HD,141.21
Dell,Ultrabook,Linux,1.23,256,SSD,Intel Core i5,Intel,1,0,Quad HD,276.05
Acer,Gaming,Windows,4.2,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Lenovo,Gaming,Windows,2.4,1000,HDD,Intel Core i5,Nvidia,0,1,Full HD,141.21
Samsung,2 in 1 Convertible,Chrome OS,1.15,32,Flash Storage,AMD Processor,AMD,1,1,Other,234.51
HP,Notebook,Windows,1.86,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
Apple,Ultrabook,Mac OS,0.92,256,Flash Storage,Other Intel Processor,Intel,0,1,Retina,226.42
Dell,2 in 1 Convertible,Windows,1.6,256,SSD,Intel Core i5,Intel,1,1,Full HD,165.63
HP,Notebook,Windows,2.21,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,No OS,1.9,1000,HDD,Intel Core i3,AMD,0,0,Other,100.45
Asus,Gaming,Windows,4.3,1512,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Acer,Notebook,Linux,2.1,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
MSI,Gaming,Windows,2.43,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Dell,Notebook,Windows,2.3,128,SSD,Intel Core i3,AMD,0,0,Other,100.45
Lenovo,Notebook,No OS,2.2,500,HDD,Intel Core i7,Nvidia,0,0,Other,100.45
Dell,2 in 1 Convertible,Windows,2.0,512,SSD,Intel Core i7,Intel,1,0,Full HD,141.21
Dell,Ultrabook,Windows,1.2,512,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Asus,Gaming,Windows,2.2,1000,HDD,Intel Core i7,Nvidia,0,0,Full HD,141.21
Dell,Notebook,Windows,2.36,256,SSD,Intel Core i5,AMD,0,0,Full HD,141.21
HP,Notebook,Windows,1.91,256,SSD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.2,500,HDD,AMD Processor,AMD,0,0,Other,100.45
Acer,Notebook,Windows,3.3,1000,HDD,Intel Core i3,Nvidia,0,0,Other,106.11
Asus,Gaming,Windows,2.2,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Apple,Ultrabook,Mac OS,0.92,512,Flash Storage,Other Intel Processor,Intel,0,1,Retina,226.42
Asus,Notebook,Windows,2.2,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
MSI,Gaming,Windows,2.43,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,2 in 1 Convertible,Windows,2.191,256,SSD,Intel Core i5,Intel,1,1,Full HD,141.21
Asus,Gaming,Windows,2.9,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Acer,Netbook,Chrome OS,1.3,32,SSD,Other Intel Processor,Intel,0,0,Other,135.09
Acer,Notebook,Windows,3.3,1000,HDD,Intel Core i3,Nvidia,0,0,Other,106.11
Lenovo,Notebook,No OS,2.8,1000,HDD,Intel Core i5,Intel,0,0,Other,106.11
Lenovo,Gaming,Windows,2.6,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Acer,2 in 1 Convertible,Windows,1.2,256,SSD,Intel Core i7,Intel,1,1,Full HD,157.35
Lenovo,Notebook,Windows,2.3,256,SSD,Intel Core i7,Intel,0,1,Full HD,141.21
MSI,Gaming,Windows,2.2,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
HP,Notebook,Windows,2.1,1000,HDD,AMD Processor,AMD,0,0,Full HD,141.21
Dell,Ultrabook,Windows,1.26,256,SSD,Intel Core i5,Intel,1,0,Full HD,176.23
Dell,2 in 1 Convertible,Windows,2.08,500,HDD,Intel Core i3,Intel,1,0,Full HD,146.86
Asus,Notebook,Windows,2.65,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Ultrabook,Windows,1.29,256,SSD,Intel Core i7,Intel,1,0,Quad HD,276.05
Dell,Notebook,Linux,2.18,1000,HDD,Intel Core i5,Intel,0,0,Other,100.45
Lenovo,Gaming,Windows,2.6,1128,Hybrid,Intel Core i7,Nvidia,1,1,Full HD,141.21
MSI,Gaming,Windows,2.2,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Netbook,Windows,1.3,512,SSD,Intel Core i7,Intel,1,1,Full HD,176.23
Razer,Gaming,Windows,1.95,1000,SSD,Intel Core i7,Nvidia,0,0,Full HD,157.35
Dell,Notebook,Windows,2.3,1000,HDD,Intel Core i3,Intel,1,0,Other,100.45
MSI,Gaming,Windows,2.7,1256,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,127.34
Apple,Ultrabook,Mac OS,1.08,256,Flash Storage,Intel Core i5,Intel,0,0,Other,135.09
HP,Notebook,Windows,2.1,1000,HDD,Intel Core i3,Intel,0,0,Full HD,141.21
HP,Ultrabook,Windows,1.54,256,SSD,Intel Core i7,Intel,0,0,Other,209.8
Dell,Notebook,Windows,2.24,500,HDD,Intel Core i5,Intel,0,0,Other,100.45
MSI,Gaming,Windows,2.3,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.4,512,SSD,Intel Core i7,Intel,0,1,Full HD,165.63
Lenovo,Notebook,Windows,2.2,256,SSD,AMD Processor,AMD,0,0,Full HD,141.21
Asus,Ultrabook,Windows,1.45,256,SSD,Intel Core i7,Intel,0,0,Full HD,165.63
Acer,Notebook,Linux,2.4,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Dell,2 in 1 Convertible,Windows,2.77,512,SSD,Intel Core i7,Nvidia,1,0,Full HD,127.34
HP,Notebook,Windows,1.54,256,SSD,Intel Core i5,Intel,0,0,Full HD,157.35
Asus,Gaming,Windows,2.5,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Dell,Notebook,Windows,1.6,500,HDD,Intel Core i5,Intel,0,0,Other,111.94
Asus,Gaming,Windows,2.34,1256,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,141.21
Lenovo,Notebook,No OS,2.3,256,SSD,Intel Core i5,Intel,0,1,Full HD,141.21
Dell,2 in 1 Convertible,Windows,1.24,256,SSD,Intel Core i5,Intel,1,0,Quad HD,276.05
Dell,Notebook,Linux,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
HP,Notebook,Windows,1.86,500,HDD,AMD Processor,AMD,0,0,Other,100.45
Lenovo,Notebook,Windows,2.4,128,SSD,Intel Core i3,Nvidia,0,0,Full HD,141.21
Lenovo,Notebook,Windows,1.9,256,SSD,Intel Core i5,Intel,0,1,Full HD,157.35
Dell,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Notebook,Windows,2.0,1000,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Gaming,Windows,4.0,1128,Hybrid,Intel Core i7,Nvidia,0,1,Full HD,127.34
Dell,Notebook,Windows,2.29,500,HDD,Intel Core i3,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.32,1000,Hybrid,Intel Core i7,AMD,0,0,Full HD,141.21
MSI,Gaming,Windows,2.4,1128,Hybrid,Intel Core i7,Nvidia,0,0,Full HD,141.21
Lenovo,2 in 1 Convertible,Windows,1.8,128,SSD,Intel Core i5,Intel,1,0,Full HD,157.35
Asus,Ultrabook,Windows,1.2,512,SSD,Other Intel Processor,Intel,0,1,Full HD,165.63
Dell,Notebook,Windows,2.3,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Acer,Notebook,Linux,2.4,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.6,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,2.04,1000,Hybrid,AMD Processor,AMD,0,0,Full HD,141.21
Dell,Notebook,Linux,2.3,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
HP,Netbook,Windows,1.17,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Asus,Notebook,Windows,2.2,500,HDD,Intel Core i7,Nvidia,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.8,128,SSD,Intel Core i7,Intel,1,1,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,1.3,512,SSD,Intel Core i7,Intel,1,1,Quad HD,276.05
Lenovo,Notebook,Windows,1.5,64,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
HP,Notebook,Windows,2.19,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
Asus,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Ultrabook,Windows,1.2,512,SSD,Other Intel Processor,Intel,0,1,Full HD,165.63
Dell,Notebook,Windows,2.3,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Acer,Notebook,Linux,2.4,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.6,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,2.04,1000,Hybrid,AMD Processor,AMD,0,0,Full HD,141.21
Dell,Notebook,Linux,2.3,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
HP,Netbook,Windows,1.17,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Asus,Notebook,Windows,2.2,500,HDD,Intel Core i7,Nvidia,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.8,128,SSD,Intel Core i7,Intel,1,1,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,1.3,512,SSD,Intel Core i7,Intel,1,1,Quad HD,276.05
Lenovo,Notebook,Windows,1.5,64,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
HP,Notebook,Windows,2.19,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
Asus,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Asus,Ultrabook,Windows,1.2,512,SSD,Other Intel Processor,Intel,0,1,Full HD,165.63
Dell,Notebook,Windows,2.3,1000,HDD,Intel Core i3,Intel,0,0,Other,100.45
Acer,Notebook,Linux,2.4,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Dell,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
Lenovo,Notebook,Windows,2.6,1000,HDD,Intel Core i7,Nvidia,0,1,Full HD,141.21
HP,Notebook,Windows,2.04,1000,Hybrid,AMD Processor,AMD,0,0,Full HD,141.21
Dell,Notebook,Linux,2.3,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
HP,Netbook,Windows,1.17,32,Flash Storage,Other Intel Processor,Intel,0,0,Other,135.09
Asus,Notebook,Windows,2.2,500,HDD,Intel Core i7,Nvidia,0,0,Other,100.45
Lenovo,2 in 1 Convertible,Windows,1.8,128,SSD,Intel Core i7,Intel,1,1,Full HD,157.35
Lenovo,2 in 1 Convertible,Windows,1.3,512,SSD,Intel Core i7,Intel,1,1,Quad HD,276.05
Lenovo,Notebook,Windows,1.5,64,Flash Storage,Other Intel Processor,Intel,0,0,Other,111.94
HP,Notebook,Windows,2.19,1000,HDD,Intel Core i7,AMD,0,0,Other,100.45
Asus,Notebook,Windows,2.2,500,HDD,Other Intel Processor,Intel,0,0,Other,100.45
